Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
22/10/2019;388;387;392.5;385;136.69K;0.19%
21/10/2019;387.25;390;393.75;386.5;150.19K;-0.96%
18/10/2019;391;394;395.75;389.75;122.01K;-0.95%
17/10/2019;394.75;391.75;397.25;391.5;141.53K;0.77%
16/10/2019;391.75;392;392.75;387.5;139.68K;-0.38%
15/10/2019;393.25;397;398.5;392.5;143.68K;-1.13%
14/10/2019;397.75;401.25;402.5;393.25;170.71K;0.00%
11/10/2019;397.75;380.75;398.75;380.5;272.44K;4.60%
10/10/2019;380.25;392.75;395;378.25;297.05K;-3.55%
9/10/2019;394.25;395.5;397.25;393;140.85K;-0.38%
8/10/2019;395.75;387.5;396.5;386;200.46K;2.26%
7/10/2019;387;387.5;387.75;385;100.42K;0.58%
4/10/2019;384.75;388;389;383.75;116.34K;-1.03%
3/10/2019;388.75;387;390.75;385.5;125.49K;0.26%
2/10/2019;387.75;390.5;391.75;385.5;158.92K;-1.21%
1/10/2019;392.5;386.75;392.75;385.25;227.07K;1.16%
30/09/2019;388;372;388.25;371.5;337.25K;4.44%
27/09/2019;371.5;371.25;373;369.75;90.80K;-0.27%
26/09/2019;372.5;373.5;375.75;368.25;175.42K;-0.47%
25/09/2019;374.25;375.25;377.5;372.25;119.19K;-0.13%
24/09/2019;374.75;372;376;370.25;144.29K;0.40%
23/09/2019;373.25;371.25;374.5;371;100.44K;0.67%
20/09/2019;370.75;372.75;374.5;369.5;133.00K;-0.54%
19/09/2019;372.75;371.5;373.75;369.5;117.07K;0.40%
18/09/2019;371.25;367.75;372;365.75;126.83K;0.88%
17/09/2019;368;374;374.25;366;154.63K;-1.60%
16/09/2019;374;372;374.75;367.5;133.44K;5.20%
13/09/2019;355.5;358.5;358.5;358.5;0.12K;0.28%
12/09/2019;354.5;349.75;353.75;349.5;0.15K;1.79%
11/09/2019;348.25;349.75;349.75;344.75;0.33K;-0.07%
10/09/2019;348.5;344;349.5;344;0.31K;2.27%
9/09/2019;340.75;343.25;343.25;340;0.94K;-0.51%
6/09/2019;342.5;347.5;348.25;341.5;1.36K;-1.15%
5/09/2019;346.5;346.5;349.75;346.5;1.81K;0.14%
4/09/2019;346;350.5;351;344.5;3.85K;-1.07%
3/09/2019;349.75;358.75;359;349;5.34K;-2.30%
30/08/2019;358;359.75;364.5;356.75;11.24K;-0.49%
29/08/2019;359.75;363;369;357.5;122.79K;-0.83%
28/08/2019;362.75;357.25;365.5;355.25;172.93K;1.61%
27/08/2019;357;359;360;356.75;129.89K;-0.42%
26/08/2019;358.5;358;362;357;122.54K;-0.35%
23/08/2019;359.75;362.75;363;357.5;169.87K;-0.96%
22/08/2019;363.25;363;366.5;359;99.25K;0.21%
21/08/2019;362.5;360;364;357;125.86K;0.83%
20/08/2019;359.5;366.5;370.25;359.25;89.47K;-1.51%
19/08/2019;365;367.25;368.25;363.25;78.54K;-1.62%
16/08/2019;371;361.5;371.25;361.25;104.81K;2.84%
15/08/2019;360.75;360.25;363.75;358.25;108.78K;0.49%
14/08/2019;359;366.25;370.5;358.5;185.09K;-1.91%
13/08/2019;366;379;379;365.5;312.97K;-5.00%
12/08/2019;385.25;409.75;410;385.25;248.13K;-6.09%
9/08/2019;410.25;410.75;417;407.25;185.37K;-0.18%
8/08/2019;411;407.25;412;405.5;184.79K;1.11%
7/08/2019;406.5;404.75;407.5;400.5;167.53K;0.62%
6/08/2019;404;405.75;408;400.75;113.07K;-0.31%
5/08/2019;405.25;400;406.75;391;109.69K;1.44%
2/08/2019;399.5;394.75;400;393.5;90.36K;1.72%
1/08/2019;392.75;401.75;403;387.25;145.33K;-1.87%
31/07/2019;400.25;410.75;413.75;400;151.79K;-2.67%
30/07/2019;411.25;417;417;410.25;81.03K;-1.38%
29/07/2019;417;413.25;419.5;412;90.11K;0.60%
26/07/2019;414.5;418.25;419.5;413;120.75K;-0.96%
25/07/2019;418.5;424;425.75;418;172.28K;-1.30%
24/07/2019;424;425;430.5;421.5;93.16K;-0.35%
23/07/2019;425.5;423.75;426.5;418.25;131.11K;0.77%
22/07/2019;422.25;430.75;432.25;421;110.95K;-1.97%
19/07/2019;430.75;425.5;434;423.75;114.52K;1.47%
18/07/2019;424.5;435;436;423.25;156.00K;-2.64%
17/07/2019;436;435.25;441.5;431.5;125.87K;0.17%
16/07/2019;435.25;437.75;440.75;429;144.49K;-1.30%
15/07/2019;441;459.25;460;439.75;164.47K;-1.89%
12/07/2019;449.5;447.75;457;447.75;0.27K;0.39%
11/07/2019;447.75;433.25;448;433.25;0.60K;3.11%
10/07/2019;434.25;430;434.75;428;0.49K;0.58%
9/07/2019;431.75;437.25;437.75;429.25;0.45K;-1.54%
8/07/2019;438.5;440.75;442.75;432;2.08K;1.04%
5/07/2019;434;433;435.5;427;2.13K;0.23%
3/07/2019;433;417;433.75;417;3.47K;4.72%
2/07/2019;413.5;412.5;415.5;408.25;6.53K;0.36%
1/07/2019;412;424.25;424.75;410.25;13.48K;-1.96%
28/06/2019;420.25;439;455;411;34.51K;-4.49%
27/06/2019;440;443;445.5;438.5;141.13K;-0.73%
26/06/2019;443.25;447;447.25;440.75;158.88K;-0.95%
25/06/2019;447.5;451;453;446.5;158.43K;0.17%
24/06/2019;446.75;442.25;447.75;440.25;172.09K;1.02%
21/06/2019;442.25;452;454;441.75;251.09K;-1.72%
20/06/2019;450;441.5;450.75;436.5;198.63K;2.04%
19/06/2019;441;449.75;451.75;438.25;193.33K;-1.95%
18/06/2019;449.75;455.5;458;442.75;221.47K;-1.10%
17/06/2019;454.75;458.25;464.25;450.5;279.48K;0.39%
14/06/2019;453;442;457.25;441.75;312.81K;2.49%
13/06/2019;442;429.75;442.75;429.5;402.15K;2.79%
12/06/2019;430;427.75;434.5;424;331.36K;0.53%
11/06/2019;427.75;415;430.25;408.25;360.32K;2.89%
10/06/2019;415.75;413;416.5;409;279.95K;0.00%
7/06/2019;415.75;421;423.5;415;227.75K;-1.13%
6/06/2019;420.5;414.5;421.5;407;279.01K;1.39%
5/06/2019;414.75;424.25;424.75;412.25;231.86K;-2.47%
4/06/2019;425.25;435;436;421.25;306.70K;0.24%
3/06/2019;424.25;426.25;430.75;418.25;288.44K;-0.64%
31/05/2019;427;435;437.5;423.25;302.17K;-2.12%
30/05/2019;436.25;416.5;436.75;413.25;324.91K;4.18%
29/05/2019;418.75;429.25;438;412.25;484.44K;-0.36%
28/05/2019;420.25;408;421;407.5;417.68K;3.96%
24/05/2019;404.25;390.5;404.75;389.75;299.95K;3.72%
23/05/2019;389.75;394;399;387;340.12K;-1.20%
22/05/2019;394.5;393.25;396.5;386.25;291.26K;0.06%
21/05/2019;394.25;393.25;399;391.25;451.26K;1.35%
20/05/2019;389;386;391.5;385.75;358.73K;1.50%
17/05/2019;383.25;380;384.75;380;319.50K;1.12%
16/05/2019;379;368.75;380.75;368.75;248.51K;2.57%
15/05/2019;369.5;369;380;368;336.99K;2.50%
14/05/2019;360.5;354.25;360.75;353.5;0.20K;3.74%
13/05/2019;347.5;335.5;348.25;335.5;0.29K;1.46%
10/05/2019;342.5;346.5;346.5;338.25;0.31K;-0.58%
9/05/2019;344.5;350;350;344;0.66K;-3.03%
8/05/2019;355.25;356.5;356.5;353.25;0.86K;-0.77%
7/05/2019;358;357;359.25;355;1.16K;0.63%
6/05/2019;355.75;352.5;356;349;1.71K;-2.00%
3/05/2019;363;362.25;363.25;359.5;1.65K;0.28%
2/05/2019;362;361;362.5;358.5;4.31K;0.56%
1/05/2019;360;353.5;360.5;353.5;8.29K;1.91%
30/04/2019;353.25;352.25;354;349.25;14.38K;0.36%
29/04/2019;352;353.25;356;351.25;250.77K;0.21%
26/04/2019;351.25;347.25;353.5;347;166.75K;1.08%
25/04/2019;347.5;346;351;342.25;236.88K;0.22%
24/04/2019;346.75;351;352.5;345.5;241.39K;-1.28%
23/04/2019;351.25;354.75;355;350.25;194.77K;-0.99%
22/04/2019;354.75;359;359;354.25;144.71K;-1.05%
19/04/2019;358.5;358.5;358.5;358.5;;0.00%
18/04/2019;358.5;358;359.25;357;102.30K;0.07%
17/04/2019;358.25;358.25;360;356.75;148.18K;-0.21%
16/04/2019;359;362.5;362.5;357.25;192.35K;-1.03%
15/04/2019;362.75;361.25;364.25;361;208.54K;0.48%
12/04/2019;361;360.25;361.5;358.5;95.87K;0.28%
11/04/2019;360;361.25;363;358.5;264.73K;-0.48%
10/04/2019;361.75;360.25;362.75;360;253.30K;0.49%
9/04/2019;360;359.75;362.25;355.25;275.45K;0.00%
8/04/2019;360;362.25;363.5;359.5;269.56K;-0.69%
5/04/2019;362.5;364.5;364.75;360.5;273.06K;-0.75%
4/04/2019;365.25;362.75;366.25;362.75;159.33K;0.69%
3/04/2019;362.75;361.25;364.75;360.5;135.85K;0.35%
2/04/2019;361.5;362.25;363.5;359.25;117.19K;-0.07%
1/04/2019;361.75;356.5;363;356.5;239.35K;1.47%
29/03/2019;356.5;373.75;375;356;441.01K;-4.68%
28/03/2019;374;373.75;374.75;372;105.83K;0.07%
27/03/2019;373.75;376.75;377;372;127.92K;-0.93%
26/03/2019;377.25;379.25;380.5;375.5;165.18K;-0.66%
25/03/2019;379.75;378.75;380.75;376.75;155.85K;0.40%
22/03/2019;378.25;375.75;380.75;375.5;222.58K;0.53%
21/03/2019;376.25;371;377.5;370.5;220.23K;1.28%
20/03/2019;371.5;371.5;372.5;368.75;101.48K;0.07%
19/03/2019;371.25;372;373.75;367.75;159.38K;-0.07%
18/03/2019;371.5;374;375.5;370.25;169.24K;-0.47%
15/03/2019;373.25;369.25;373.75;369;197.27K;3.25%
14/03/2019;361.5;360.25;363.25;360;0.39K;1.19%
13/03/2019;357.25;357.25;359.5;355;0.32K;0.21%
12/03/2019;356.5;353.25;357.75;352.75;0.80K;1.13%
11/03/2019;352.5;357.5;357.5;353;1.75K;-0.63%
8/03/2019;354.75;357.75;358.25;354;2.27K;-0.35%
7/03/2019;356;362.25;362.25;355.75;2.48K;-1.79%
6/03/2019;362.5;366;366;361;2.92K;-0.96%
5/03/2019;366;366;367.25;364.5;4.57K;0.27%
4/03/2019;365;365.25;368;364.5;5.27K;0.27%
1/03/2019;364;361.75;364;357.5;12.36K;0.55%
28/02/2019;362;363.75;364.75;361.25;23.51K;-0.48%
27/02/2019;363.75;366;368.25;362.5;189.22K;-0.68%
26/02/2019;366.25;370.75;371.25;365.5;242.77K;-1.15%
25/02/2019;370.5;377.75;378.5;370;344.71K;-1.27%
22/02/2019;375.25;374.75;377.75;374.5;316.66K;-0.07%
21/02/2019;375.5;371;378.5;370.5;257.19K;1.28%
20/02/2019;370.75;371.5;373.5;368.5;310.67K;0.27%
19/02/2019;369.75;374.25;376.25;369;230.71K;-1.40%
18/02/2019;375;374.75;375;374.75;;0.07%
17/02/2019;374.75;374.75;374.75;374.75;;0.00%
15/02/2019;374.75;374.75;376.5;373;209.10K;0.00%
14/02/2019;374.75;378.75;379;374;225.29K;-1.06%
13/02/2019;378.75;377.5;379;376.25;243.88K;0.13%
12/02/2019;378.25;373.5;378.75;373;291.26K;1.48%
11/02/2019;372.75;374.5;375;371.75;309.36K;-0.40%
8/02/2019;374.25;376.5;381.75;374;340.78K;-0.60%
7/02/2019;376.5;379.75;380.25;376.25;259.74K;-0.92%
6/02/2019;380;380.5;380.75;379;145.15K;-0.20%
5/02/2019;380.75;379.5;381.25;377;171.95K;0.40%
4/02/2019;379.25;377.75;379.75;376.5;145.83K;0.26%
1/02/2019;378.25;376.5;380.75;376.5;151.47K;0.46%
31/01/2019;376.5;381;381.5;375.75;205.75K;-1.25%
30/01/2019;381.25;377.75;381.5;377.5;198.90K;1.06%
29/01/2019;377.25;379.75;380.75;376;187.02K;-0.66%
28/01/2019;379.75;379.5;381;378;102.14K;-0.13%
25/01/2019;380.25;377;380.5;376;134.09K;0.86%
24/01/2019;377;378.75;379.75;375.75;124.11K;-0.46%
23/01/2019;378.75;379.5;381.75;378;127.61K;-0.07%
22/01/2019;379;380.75;382.25;376.75;211.43K;-0.39%
20/01/2019;380.5;380.5;380.5;380.5;;-0.33%
18/01/2019;381.75;379.75;383;377.75;191.03K;0.46%
17/01/2019;380;374;381.5;373.75;207.63K;1.60%
16/01/2019;374;372.75;375;372.5;164.72K;0.74%
15/01/2019;371.25;379.5;381;371;251.26K;-1.92%
14/01/2019;378.5;378.5;381;377;144.74K;0.07%
11/01/2019;378.25;377;379.25;376.75;131.82K;0.53%
10/01/2019;376.25;381.5;382.75;376;181.39K;-1.51%
9/01/2019;382;380.5;383.5;380.5;192.06K;0.53%
8/01/2019;380;382.5;384.5;379;172.29K;-0.59%
7/01/2019;382.25;382.25;384;381.75;110.62K;-0.20%
4/01/2019;383;380;383.5;379.75;178.17K;0.86%
3/01/2019;379.75;375.5;380.5;374.75;101.46K;1.06%
2/01/2019;375.75;375.25;377.75;374;104.72K;0.20%
31/12/2018;375;375.5;377;372.75;91.13K;-0.13%
28/12/2018;375.5;374.5;377.5;374.5;89.17K;0.27%
27/12/2018;374.5;373.25;376.5;373.25;96.24K;0.33%
26/12/2018;373.25;378.25;379.25;372.5;97.15K;-1.19%
24/12/2018;377.75;378.25;379;375.25;54.84K;-0.20%
21/12/2018;378.5;375.5;379.5;374.75;138.73K;0.87%
20/12/2018;375.25;381.75;382.75;375;205.50K;-1.70%
19/12/2018;381.75;385;385.25;381.5;107.24K;-0.97%
18/12/2018;385.5;383.75;386.5;383.25;131.88K;0.39%
17/12/2018;384;384.25;386;383.25;97.62K;1.92%
14/12/2018;376.75;378;379;374.25;0.36K;0.33%
13/12/2018;375.5;375;377.5;374;0.23K;-0.20%
12/12/2018;376.25;375.5;378;375.5;0.63K;0.33%
11/12/2018;375;373.75;376.5;372.75;1.37K;0.20%
10/12/2018;374.25;374.25;376;372.75;1.66K;0.07%
7/12/2018;374;371.75;374.75;371.5;2.24K;0.54%
6/12/2018;372;374;374.5;369.25;2.30K;-0.60%
5/12/2018;374.25;373.5;376;372.5;2.09K;0.00%
4/12/2018;374.25;370;374.25;369.5;2.93K;0.81%
3/12/2018;371.25;372.75;374;369.5;7.58K;1.30%
30/11/2018;366.5;360.75;366.75;360.5;17.99K;1.73%
29/11/2018;360.25;360.5;363;359;186.62K;-0.07%
28/11/2018;360.5;356.25;361.5;356;221.95K;1.12%
27/11/2018;356.5;356;358.5;355.5;248.13K;0.14%
26/11/2018;356;359.5;360.5;355.25;331.20K;-0.84%
23/11/2018;359;361;361.75;358.75;174.04K;-0.62%
22/11/2018;361.25;361.25;361.25;361.25;;-0.14%
21/11/2018;361.75;361.25;363.25;360;184.08K;0.14%
20/11/2018;361.25;362.75;363.5;361.25;146.93K;-0.28%
19/11/2018;362.25;364.75;366.25;361.25;179.46K;-0.69%
16/11/2018;364.75;367.25;368.75;363.25;180.97K;-0.75%
15/11/2018;367.5;366.75;371.75;366.5;182.15K;0.14%
14/11/2018;367;366;368;365.75;121.77K;0.14%
13/11/2018;366.5;369.5;370.75;365.5;178.86K;-1.28%
12/11/2018;371.25;369;372.5;368;176.02K;0.41%
9/11/2018;369.75;372.75;374;368.25;212.42K;-1.00%
8/11/2018;373.5;372;379;366;432.34K;0.34%
7/11/2018;372.25;372.25;373.25;371;233.52K;-0.27%
6/11/2018;373.25;373.75;374.5;372;206.08K;-0.20%
5/11/2018;374;371;374.25;369.5;191.62K;0.74%
2/11/2018;371.25;366.25;373;365.25;242.63K;1.23%
1/11/2018;366.75;363.25;371;363;304.75K;0.96%
31/10/2018;363.25;364.75;365.25;362.5;163.23K;-0.41%
30/10/2018;364.75;366.75;368;364.25;137.33K;-0.55%
29/10/2018;366.75;368;371.5;365.5;142.75K;-0.27%
26/10/2018;367.75;361.75;369.75;361.75;220.03K;1.87%
25/10/2018;361;367.75;368.25;360.5;262.81K;-1.97%
24/10/2018;368.25;369.5;369.75;367.75;114.26K;-0.54%
23/10/2018;370.25;369.25;372.5;368;136.63K;0.20%
22/10/2018;369.5;365.5;370.5;365.5;140.54K;0.68%
19/10/2018;367;370.5;371;366;165.33K;-1.01%
18/10/2018;370.75;373;373.25;369.5;137.27K;-0.94%
17/10/2018;374.25;375;376.25;373.25;106.45K;-0.27%
16/10/2018;375.25;377.25;377.5;373.5;185.90K;-0.79%
15/10/2018;378.25;373;378.5;371.75;227.94K;1.20%
12/10/2018;373.75;369;374;368.5;185.82K;1.22%
11/10/2018;369.25;362;373;360.25;233.12K;1.79%
10/10/2018;362.75;364.5;365.25;362;121.04K;-0.48%
9/10/2018;364.5;366.5;368;363.75;119.57K;-0.55%
8/10/2018;366.5;368.5;369.5;364.25;122.01K;-0.48%
5/10/2018;368.25;367.5;369.5;363;204.82K;0.20%
4/10/2018;367.5;364.75;368.5;364.75;130.83K;0.75%
3/10/2018;364.75;367.75;369;364.5;139.28K;-0.75%
2/10/2018;367.5;365;369;363.25;206.15K;0.48%
1/10/2018;365.75;356.75;366.5;356.5;214.37K;2.67%
28/09/2018;356.25;364.5;366.75;354.5;237.21K;-2.33%
27/09/2018;364.75;363;365.75;361.25;113.91K;0.48%
26/09/2018;363;363.5;364.75;361.25;137.90K;-0.21%
25/09/2018;363.75;360.25;364.25;357.5;187.87K;0.90%
24/09/2018;360.5;357.25;362;355.75;148.37K;0.91%
21/09/2018;357.25;352.5;357.75;352.25;156.11K;1.35%
20/09/2018;352.5;345.25;356.25;344.75;266.80K;1.95%
19/09/2018;345.75;343;346.75;343;151.07K;0.73%
18/09/2018;343.25;348;348.75;342.5;199.08K;-1.36%
17/09/2018;348;351;351.75;347.75;145.27K;3.26%
14/09/2018;337;338.5;338.75;337.5;0.06K;0.22%
13/09/2018;336.25;344.5;344.5;337;0.13K;-1.54%
12/09/2018;341.5;354.25;354.5;340.5;0.41K;-3.87%
11/09/2018;355.25;357.25;357.25;354.75;0.29K;-0.07%
10/09/2018;355.5;353.25;356;353;1.26K;0.35%
7/09/2018;354.25;352.75;355.75;351;0.69K;0.21%
6/09/2018;353.5;353.5;354.5;350.75;2.16K;0.50%
5/09/2018;351.75;356;356;351;3.51K;-0.78%
4/09/2018;354.5;351.5;355.25;347.25;4.87K;-3.08%
3/09/2018;365.75;365.25;366;365.25;;4.20%
31/08/2018;351;341;352;340.75;17.11K;2.93%
30/08/2018;341;341.5;344;340.5;122.61K;-0.07%
29/08/2018;341.25;341;344;340.25;113.20K;0.07%
28/08/2018;341;345.75;347.75;340.75;143.20K;-1.66%
27/08/2018;346.75;348.5;348.75;343;139.29K;-0.50%
24/08/2018;348.5;346.5;350;346.25;124.75K;0.50%
23/08/2018;346.75;353;355;346.25;144.61K;-1.63%
22/08/2018;352.5;359.25;359.25;352.25;102.51K;-2.02%
21/08/2018;359.75;362.75;363.75;358.5;98.59K;-0.62%
20/08/2018;362;365.25;366;359.5;88.31K;-0.62%
17/08/2018;364.25;365;367.75;361.75;82.45K;-0.27%
16/08/2018;365.25;361.5;367.5;360.5;79.36K;1.04%
15/08/2018;361.5;362.25;363.5;359;102.54K;-0.21%
14/08/2018;362.25;356.5;363;356.5;101.21K;1.61%
13/08/2018;356.5;357.5;358;352.25;178.69K;-0.35%
10/08/2018;357.75;368.5;369.75;357;182.40K;-3.11%
9/08/2018;369.25;371;372.75;366.5;148.24K;-0.54%
8/08/2018;371.25;370.5;373.75;370;123.37K;0.13%
7/08/2018;370.75;371;373.25;368.75;167.09K;-0.07%
6/08/2018;371;370;371.75;368.25;80.95K;0.34%
3/08/2018;369.75;366.75;371.25;364.75;77.99K;0.82%
2/08/2018;366.75;365;372.75;364.75;161.08K;0.48%
1/08/2018;365;372;373;364;120.05K;-1.95%
31/07/2018;372.25;367;374.25;366.25;141.81K;1.36%
30/07/2018;367.25;364;369.25;363.5;127.46K;1.45%
27/07/2018;362;361;363.75;359.5;133.49K;0.14%
26/07/2018;361.5;361;365.75;360.25;146.38K;0.63%
25/07/2018;359.25;352.25;360;352;121.59K;2.06%
24/07/2018;352;355.25;356.5;351.5;105.61K;-1.47%
23/07/2018;357.25;356;358.5;354.5;75.40K;0.56%
20/07/2018;355.25;351.25;355.75;349.75;69.61K;1.14%
19/07/2018;351.25;347;352;345;81.41K;1.15%
18/07/2018;347.25;346.25;349;346;81.87K;0.29%
17/07/2018;346.25;345;348.75;344.25;100.12K;1.32%
16/07/2018;341.75;340;345.75;338.75;95.29K;3.48%
13/07/2018;330.25;332.25;332.5;332.25;0.27K;-1.86%
12/07/2018;336.5;332.25;340.75;329.75;0.53K;1.58%
11/07/2018;331.25;336;337;331.5;1.53K;-2.50%
10/07/2018;339.75;344.25;344.75;336.25;2.74K;-1.74%
9/07/2018;345.75;346;348.5;342.5;3.26K;-1.71%
6/07/2018;351.75;342;352.25;342;3.07K;2.40%
5/07/2018;343.5;345.5;348.75;341.5;3.30K;0.22%
3/07/2018;342.75;340.25;345.25;339.25;3.05K;1.56%
2/07/2018;337.5;352.25;352.25;337;7.67K;-3.64%
29/06/2018;350.25;345.75;355.5;345.5;19.39K;1.52%
28/06/2018;345;351.5;352.5;344.5;143.97K;-2.13%
27/06/2018;352.5;352;356.5;351.5;163.32K;0.00%
26/06/2018;352.5;350.5;355.5;348;227.15K;0.57%
25/06/2018;350.5;358.5;359.5;349.25;203.16K;-1.89%
22/06/2018;357.25;358;359.75;355;141.68K;0.07%
21/06/2018;357;354.25;359;349.25;168.57K;0.78%
20/06/2018;354.25;354;357;347.5;200.17K;0.14%
19/06/2018;353.75;355.75;357.75;338.75;334.34K;-0.63%
18/06/2018;356;359.5;362;354;177.75K;-1.45%
15/06/2018;361.25;364.5;368.25;355.25;297.48K;-0.48%
14/06/2018;363;374;374.75;362.5;357.60K;-3.46%
13/06/2018;376;377.5;379.75;373.25;227.65K;-0.40%
12/06/2018;377.5;368;379.5;367.25;310.11K;2.79%
11/06/2018;367.25;376.5;379;366.75;294.91K;-2.78%
8/06/2018;377.75;376.25;379;373.5;177.41K;0.40%
7/06/2018;376.25;379;382;374.25;300.59K;-0.53%
6/06/2018;378.25;384.25;386.5;378;227.30K;-1.43%
5/06/2018;383.75;380.75;385.25;380;212.44K;0.79%
4/06/2018;380.75;389.75;389.75;380.5;266.55K;-2.75%
1/06/2018;391.5;393.75;397;390.75;172.12K;-0.63%
31/05/2018;394;393.5;398.5;393.25;195.81K;0.13%
30/05/2018;393.5;398.25;398.5;390.75;293.00K;-1.63%
29/05/2018;400;408.75;410;397.5;242.71K;-2.14%
28/05/2018;408.75;409;409;408.75;;0.68%
25/05/2018;406;404;406.75;403.25;129.41K;0.43%
24/05/2018;404.25;408.25;412.25;403.75;236.84K;-1.04%
23/05/2018;408.5;404.5;409;403;163.38K;0.93%
22/05/2018;404.75;402.25;407;401;166.30K;0.50%
21/05/2018;402.75;405.5;407.5;401.25;181.09K;0.06%
18/05/2018;402.5;395.25;403.5;395;181.91K;1.83%
17/05/2018;395.25;399;402;395;147.54K;-1.00%
16/05/2018;399.25;401.75;404.75;398;171.92K;-0.75%
15/05/2018;402.25;396.25;402.5;396;190.99K;3.41%
14/05/2018;389;388.5;388.75;387.5;0.20K;-0.19%
11/05/2018;389.75;394;394.75;389.75;0.50K;-1.27%
10/05/2018;394.75;395.5;399.75;393.25;0.60K;0.00%
9/05/2018;394.75;396.25;397;394;0.91K;-0.19%
8/05/2018;395.5;392.75;396;391.25;2.02K;0.57%
7/05/2018;393.25;397.25;397.5;393.25;1.96K;-1.38%
4/05/2018;398.75;399.5;400;397.5;2.09K;-0.19%
3/05/2018;399.5;396;399.5;395;1.32K;0.88%
2/05/2018;396;396.25;397.25;395;3.18K;-0.19%
1/05/2018;396.75;393;397;391.5;7.50K;1.08%
30/04/2018;392.5;390.75;395.75;390.5;19.34K;0.77%
27/04/2018;389.5;385.25;390.5;385.25;165.58K;0.91%
26/04/2018;386;386;387;384;132.00K;-0.13%
25/04/2018;386.5;381;387.25;380.5;148.79K;1.38%
24/04/2018;381.25;378.5;381.5;377;115.02K;0.73%
23/04/2018;378.5;376.5;379.25;376.25;151.35K;0.53%
20/04/2018;376.5;381.25;381.75;376.25;156.69K;-1.44%
19/04/2018;382;382.75;383.5;380.75;113.02K;-0.26%
18/04/2018;383;380.75;383.5;380;142.85K;0.72%
17/04/2018;380.25;383;384.5;379.75;239.87K;-0.59%
16/04/2018;382.5;385;386.25;382;175.61K;-0.97%
13/04/2018;386.25;388.5;389.25;385;233.79K;-0.64%
12/04/2018;388.75;386.5;389.25;385;201.80K;0.45%
11/04/2018;387;389.25;390.5;385.75;158.05K;-0.58%
10/04/2018;389.25;390;392.25;388.5;272.80K;-0.38%
9/04/2018;390.75;389.75;392.5;388.75;215.39K;0.58%
6/04/2018;388.5;382;390;382;309.02K;-0.26%
5/04/2018;389.5;382;389.5;380.75;263.91K;2.23%
4/04/2018;381;388;389;372;367.00K;-1.93%
3/04/2018;388.5;387;392;386.75;211.50K;0.32%
2/04/2018;387.25;389.25;392.5;387;207.53K;-0.13%
29/03/2018;387.75;373.75;389.25;373.75;377.91K;3.82%
28/03/2018;373.5;374.25;375;372;173.54K;-0.13%
27/03/2018;374;374;376;372.25;134.33K;0.00%
26/03/2018;374;378.5;380.75;373.5;183.53K;-0.86%
23/03/2018;377.25;376.25;378.25;369.25;279.20K;0.33%
22/03/2018;376;375.5;377.5;374;161.68K;0.27%
21/03/2018;375;375;375.75;373.75;149.27K;0.13%
20/03/2018;374.5;375.25;377;373.25;204.62K;-0.13%
19/03/2018;375;382;382;374.75;245.78K;-2.02%
16/03/2018;382.75;386.25;387.5;382.5;150.93K;-1.03%
15/03/2018;386.75;388.25;390.75;385.5;182.45K;0.85%
14/03/2018;383.5;386.5;386.5;384.25;0.24K;-0.52%
13/03/2018;385.5;383.75;388.75;383.5;2.04K;0.33%
12/03/2018;384.25;382.75;384.25;380.5;1.46K;0.33%
9/03/2018;383;385;385.25;382.5;2.98K;-0.71%
8/03/2018;385.75;378.5;385.75;378;2.39K;1.71%
7/03/2018;379.25;378.75;380.75;378.5;4.26K;-0.13%
6/03/2018;379.75;377.75;380.25;377.25;2.30K;0.40%
5/03/2018;378.25;376.25;378.5;374.75;8.18K;0.27%
2/03/2018;377.25;377.75;380.25;376;5.92K;-0.40%
1/03/2018;378.75;374;379;372;8.65K;1.13%
28/02/2018;374.5;370.5;376.75;369.75;20.80K;1.08%
27/02/2018;370.5;368.25;371;367.75;240.12K;0.54%
26/02/2018;368.5;366.5;370;366.5;318.91K;0.61%
23/02/2018;366.25;366.25;367.75;365.25;212.35K;-0.14%
22/02/2018;366.75;365.5;367;364.25;229.12K;0.27%
21/02/2018;365.75;365.75;368.5;364.25;266.66K;0.07%
20/02/2018;365.5;369;370;365.25;319.32K;-0.48%
19/02/2018;367.25;367.25;367.25;367.25;;0.00%
18/02/2018;367.25;367.25;367.25;367.25;;-0.07%
16/02/2018;367.5;368;368.5;366.5;185.26K;-0.07%
15/02/2018;367.75;367;368.75;365.5;193.48K;0.14%
14/02/2018;367.25;366.5;368.5;364.75;173.64K;0.14%
13/02/2018;366.75;366.5;368.5;366;257.67K;-0.07%
12/02/2018;367;365;367;364.25;264.08K;1.38%
9/02/2018;362;364.75;365.5;361.5;254.70K;-1.03%
8/02/2018;365.75;365;367.75;364.5;341.48K;0.14%
7/02/2018;365.25;363.75;365.75;362.5;478.33K;0.48%
6/02/2018;363.5;358.75;364;356.25;236.19K;1.32%
5/02/2018;358.75;359.5;360.75;357.25;260.35K;-0.76%
2/02/2018;361.5;361;362.5;359.5;198.99K;-0.07%
1/02/2018;361.75;360.75;362;358.5;254.88K;0.07%
31/01/2018;361.5;361.5;362;359.5;180.49K;0.00%
30/01/2018;361.5;359.5;362.25;359;223.19K;0.77%
29/01/2018;358.75;356.75;359.25;356.75;179.93K;0.63%
