Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
19/04/2024;433.5;427.1;433.9;426.88;;1.58%
18/04/2024;426.75;429.5;431;426.25;180.78K;-0.81%
17/04/2024;430.25;431;433;429.5;139.24K;-0.17%
16/04/2024;431;431.25;432.25;428.5;148.12K;-0.12%
15/04/2024;431.5;434.5;435;430.25;152.25K;-0.92%
12/04/2024;435.5;428.25;437.5;427;202.05K;1.57%
11/04/2024;428.75;434;437.5;427.5;250.70K;-1.27%
10/04/2024;434.25;431;435.75;430.75;210.26K;0.70%
9/04/2024;431.25;435;435.75;429.75;219.30K;-0.98%
8/04/2024;435.5;433.75;437.5;431.5;215.99K;0.29%
5/04/2024;434.25;435;438.5;432.25;192.94K;-0.23%
4/04/2024;435.25;432.25;436;429.75;153.81K;0.81%
3/04/2024;431.75;428.25;433;425.75;187.68K;1.23%
2/04/2024;426.5;435.75;436.75;424.5;235.50K;-2.07%
1/04/2024;435.5;441.75;442;432.25;200.47K;-1.53%
29/03/2024;442.25;442.25;442.25;442.25;;0.06%
28/03/2024;442;426.75;448;426;360.09K;3.57%
27/03/2024;426.75;432;432.25;426.25;165.19K;-1.33%
26/03/2024;432.5;437.25;440.75;432;155.31K;-1.20%
25/03/2024;437.75;439;441.25;437;118.61K;-0.34%
22/03/2024;439.25;440.25;441.5;436;132.90K;-0.34%
21/03/2024;440.75;439;445.75;437.5;158.79K;0.40%
20/03/2024;439;439;439.5;435.5;131.97K;-0.11%
19/03/2024;439.5;436.5;440;435;115.12K;0.80%
18/03/2024;436;437;440.5;434;121.82K;-0.17%
15/03/2024;436.75;433.75;440;431.75;140.24K;3.37%
14/03/2024;422.5;426;426;423;0.05K;-0.94%
13/03/2024;426.5;430;432.5;430;0.08K;-0.58%
12/03/2024;429;425;435;424.75;0.53K;0.18%
11/03/2024;428.25;421.75;428.5;419.75;0.62K;0.47%
8/03/2024;426.25;424.25;426.5;420.5;0.76K;0.06%
7/03/2024;426;418.25;427.5;418.25;1.65K;1.91%
6/03/2024;418;413.25;416.25;412;2.54K;1.09%
5/03/2024;413.5;417.25;418;412.5;1.54K;-0.96%
4/03/2024;417.5;412;420.75;412;2.21K;1.27%
1/03/2024;412.25;415.5;418;409.25;3.48K;-4.02%
29/02/2024;429.5;429.25;432;423.75;145.91K;0.23%
28/02/2024;428.5;423.75;430.5;421.75;227.19K;1.18%
27/02/2024;423.5;421;426.5;421;223.74K;4.05%
26/02/2024;407;399.75;407.75;394.5;227.18K;1.81%
23/02/2024;399.75;406;409.25;398.5;218.22K;-1.54%
22/02/2024;406;410;415.5;404.25;199.94K;-1.22%
21/02/2024;411;418.5;419.5;410;180.05K;-1.85%
20/02/2024;418.75;416.25;421.5;414.75;217.84K;0.54%
16/02/2024;416.5;417.5;421.5;415;176.97K;-0.30%
15/02/2024;417.75;424;425;417.25;217.73K;-1.53%
14/02/2024;424.25;430.75;431;422.25;230.22K;-1.51%
13/02/2024;430.75;430.25;434.75;428.75;182.68K;0.06%
12/02/2024;430.5;430.25;432.75;427.75;198.80K;0.35%
9/02/2024;429;433;437;428.25;206.27K;-0.98%
8/02/2024;433.25;434.5;437;429.75;222.88K;-0.23%
7/02/2024;434.25;438.5;439.25;432.75;245.42K;-1.03%
6/02/2024;438.75;442.75;445.5;438.25;193.36K;-0.90%
5/02/2024;442.75;442.75;445;439.5;137.66K;0.00%
2/02/2024;442.75;446.5;448.75;442;129.45K;-1.01%
1/02/2024;447.25;448;448;443.5;153.72K;-0.22%
31/01/2024;448.25;447.25;448.75;443.25;135.49K;0.11%
30/01/2024;447.75;439.75;448.25;436.5;194.90K;1.70%
29/01/2024;440.25;446.25;447.5;437.5;203.57K;-1.34%
26/01/2024;446.25;451;451.75;445.5;135.73K;-1.22%
25/01/2024;451.75;451.5;453.25;447.5;169.29K;-0.11%
24/01/2024;452.25;446.5;452.75;446.25;156.00K;1.29%
23/01/2024;446.5;445.75;450.5;444;152.30K;0.17%
22/01/2024;445.75;445.5;448;444;112.77K;0.06%
19/01/2024;445.5;443.5;449.5;443;148.10K;0.34%
18/01/2024;444;442;445;436.75;180.95K;0.40%
17/01/2024;442.25;443.5;448.25;440;205.71K;-0.28%
16/01/2024;443.5;447.75;451.25;442;175.65K;-0.78%
12/01/2024;447;457;460;441;314.10K;-2.35%
11/01/2024;457.75;459;461.5;455.75;165.19K;-0.38%
10/01/2024;459.5;459;461.75;454.5;193.51K;0.05%
9/01/2024;459.25;454.75;460.5;451.75;215.15K;0.93%
8/01/2024;455;461;462.5;452;214.32K;-1.25%
5/01/2024;460.75;466.5;467.75;460;151.59K;-1.23%
4/01/2024;466.5;465;469;463.5;127.03K;0.27%
3/01/2024;465.25;464.75;466;461.75;147.91K;0.32%
2/01/2024;463.75;470.5;470.75;462.5;187.19K;-1.59%
29/12/2023;471.25;473.75;475;470.5;109.65K;-0.63%
28/12/2023;474.25;476;478.75;474;99.40K;-0.47%
27/12/2023;476.5;479.75;480.25;474.5;107.95K;-0.78%
26/12/2023;480.25;473;481;471.5;114.20K;1.53%
22/12/2023;473;472.5;474;471.5;80.48K;0.11%
21/12/2023;472.5;470;474;469.25;108.60K;0.59%
20/12/2023;469.75;472.75;475.5;468.25;131.03K;-0.63%
19/12/2023;472.75;477.25;478.25;471.5;130.03K;-0.89%
18/12/2023;477;482.5;482.75;475.5;129.45K;-1.24%
15/12/2023;483;479.25;484;477.75;108.55K;5.75%
14/12/2023;456.75;459;460;456.75;0.01K;0.00%
13/12/2023;456.75;462.5;462.5;455;0.26K;-1.24%
12/12/2023;462.5;459.25;467;459.25;0.27K;0.43%
11/12/2023;460.5;465.5;466.25;461;0.38K;-1.13%
8/12/2023;465.75;468;472;466.25;0.32K;-0.53%
7/12/2023;468.25;465;469.25;465;0.32K;0.75%
6/12/2023;464.75;467.75;473;463.75;0.35K;-0.80%
5/12/2023;468.5;460.25;468.5;460.25;0.64K;1.79%
4/12/2023;460.25;461.25;463.75;457;1.93K;-0.91%
1/12/2023;464.5;460.25;469.5;458.25;3.31K;-3.78%
30/11/2023;482.75;475.25;484.5;475;189.36K;1.47%
29/11/2023;475.75;473.5;477.25;470.5;257.32K;0.48%
28/11/2023;473.5;475.25;476.75;471;263.24K;-0.37%
27/11/2023;475.25;483.25;485;473;211.13K;-1.50%
24/11/2023;482.5;487.5;489.25;481.75;109.60K;-1.08%
22/11/2023;487.75;488.25;493.25;487;131.96K;-0.26%
21/11/2023;489;487.5;493.25;486;142.28K;0.31%
20/11/2023;487.5;485.5;488.25;482.5;111.05K;0.46%
17/11/2023;485.25;493.25;493.5;485;106.98K;-1.62%
16/11/2023;493.25;488.75;494.25;483.5;139.10K;0.97%
15/11/2023;488.5;493.75;496.5;485;188.61K;2.14%
14/11/2023;478.25;477;480;473;183.14K;0.21%
13/11/2023;477.25;463.25;477.75;461;249.73K;2.86%
10/11/2023;464;468;469;461.75;230.54K;-0.85%
9/11/2023;468;475;476;466.5;257.16K;-1.68%
8/11/2023;476;469;480.5;468.5;322.78K;1.60%
7/11/2023;468.5;477;477.5;468;215.81K;-1.83%
6/11/2023;477.25;477.25;480.75;476.75;131.65K;0.00%
3/11/2023;477.25;470;481.25;468;200.22K;1.54%
2/11/2023;470;475;477;469.5;202.19K;-1.05%
1/11/2023;475;478.75;480;472.5;180.12K;-0.78%
31/10/2023;478.75;478.25;483;477.5;136.05K;0.10%
30/10/2023;478.25;480;484.25;477.5;136.57K;-0.52%
27/10/2023;480.75;479.25;484;478.25;126.30K;0.31%
26/10/2023;479.25;480;484.25;477.5;190.73K;-0.16%
25/10/2023;480;483.5;486;476.75;177.28K;-0.83%
24/10/2023;484;490.75;491.5;482.75;161.08K;-1.27%
23/10/2023;490.25;494.25;497;490.25;126.44K;-1.06%
20/10/2023;495.5;504;509.5;495;264.54K;-1.88%
19/10/2023;505;492;505.5;490.25;279.44K;2.64%
18/10/2023;492;488.5;494;488.5;119.27K;0.61%
17/10/2023;489;490;492.75;487.75;102.03K;-0.20%
16/10/2023;490;493.5;496.75;489.5;113.49K;-0.66%
13/10/2023;493.25;495;498.75;490.5;138.23K;-0.55%
12/10/2023;496;487.75;498.75;482.25;208.37K;1.64%
11/10/2023;488;485.5;488.5;483.5;102.59K;0.51%
10/10/2023;485.5;488;488.25;484.25;110.08K;-0.56%
9/10/2023;488.25;492;497;487.25;115.53K;-0.76%
6/10/2023;492;496;499;491.5;125.23K;-1.11%
5/10/2023;497.5;486;498.5;482.5;186.34K;2.37%
4/10/2023;486;487.5;489.75;482.5;129.88K;-0.31%
3/10/2023;487.5;488;489.25;484.25;138.10K;-0.26%
2/10/2023;488.75;477;489.75;476;159.22K;2.52%
29/09/2023;476.75;487.5;490;475.5;209.42K;-2.41%
28/09/2023;488.5;483.75;489.25;481;114.32K;1.09%
27/09/2023;483.25;479.75;486.75;479;125.71K;0.73%
26/09/2023;479.75;481;483.5;476.5;117.59K;-0.31%
25/09/2023;481.25;475.25;482.5;473.75;101.59K;0.84%
22/09/2023;477.25;475;478.5;474.25;88.61K;0.42%
21/09/2023;475.25;481;482.5;474;115.20K;-1.45%
20/09/2023;482.25;476;483;474.5;162.30K;1.26%
19/09/2023;476.25;471.25;477;467.75;139.65K;1.01%
18/09/2023;471.5;475.25;478.75;469;143.32K;-1.00%
15/09/2023;476.25;480;483.5;475;110.38K;2.97%
14/09/2023;462.5;455.75;459.25;455.75;0.09K;-0.32%
13/09/2023;464;466.75;467.75;462.5;0.12K;0.16%
12/09/2023;463.25;473.5;473.5;462.75;0.17K;-1.70%
11/09/2023;471.25;470.25;471.5;468;0.43K;0.59%
8/09/2023;468.5;471.25;472.25;467;0.23K;-0.48%
7/09/2023;470.75;471.25;474;468.5;0.74K;-0.16%
6/09/2023;471.5;473.5;476.25;471.25;0.84K;0.11%
5/09/2023;471;466;473.75;462.5;1.55K;1.34%
1/09/2023;464.75;461;468.25;460.25;3.31K;0.81%
31/08/2023;461;461.75;468;459;12.07K;-0.16%
30/08/2023;461.75;469;474.75;460.25;74.61K;-1.65%
29/08/2023;469.5;476.5;483;468.5;98.80K;-1.88%
28/08/2023;478.5;476.25;480;472.25;87.58K;1.65%
25/08/2023;470.75;471.25;477;469;84.41K;-0.32%
24/08/2023;472.25;476.25;480.5;468.5;85.16K;-0.84%
23/08/2023;476.25;467;478.25;465.5;84.52K;2.09%
22/08/2023;466.5;469.25;472.5;461;72.98K;-0.59%
21/08/2023;469.25;486;493;468;74.71K;-2.14%
18/08/2023;479.5;473.75;482.5;472.5;66.48K;1.37%
17/08/2023;473;470;475;464.75;69.17K;0.75%
16/08/2023;469.5;463;473;462;70.84K;1.19%
15/08/2023;464;474;474;462;89.97K;-2.47%
14/08/2023;475.75;476.25;479.75;468.75;73.61K;0.26%
11/08/2023;474.5;483;494.75;470.5;174.43K;-1.81%
10/08/2023;483.25;481.5;485.5;480;93.32K;0.47%
9/08/2023;481;485.75;490;479;120.22K;-0.98%
8/08/2023;485.75;482;488.75;477.25;124.55K;0.73%
7/08/2023;482.25;484.75;488.5;476;164.88K;-0.41%
4/08/2023;484.25;482.5;493.5;480.25;96.91K;0.73%
3/08/2023;480.75;486.25;489.75;480.25;101.38K;-1.54%
2/08/2023;488.25;497.25;512.25;485.75;158.41K;-1.76%
1/08/2023;497;504;508;496.5;116.23K;-1.39%
31/07/2023;504;516.25;516.25;498.5;111.16K;-3.26%
28/07/2023;521;533;538.5;516.75;90.55K;-2.30%
27/07/2023;533.25;540.25;547;532.25;95.91K;-1.30%
26/07/2023;540.25;557;557.25;536.75;106.98K;-3.09%
25/07/2023;557.5;559.75;563.75;545.5;104.80K;-0.54%
24/07/2023;560.5;534;564.5;531.5;115.44K;6.36%
21/07/2023;527;536.5;538.75;522.5;121.03K;-1.91%
20/07/2023;537.25;545;554.5;533;123.96K;-1.51%
19/07/2023;545.5;526.75;557.5;525.75;193.39K;3.17%
18/07/2023;528.75;497.75;534.75;495.25;132.50K;5.91%
17/07/2023;499.25;512;519.75;496.25;87.97K;-16.76%
14/07/2023;599.75;609.75;614.75;604.75;0.08K;1.05%
13/07/2023;593.5;547.5;593.75;547.5;0.13K;7.96%
12/07/2023;549.75;573;574.5;547.25;0.71K;-3.85%
11/07/2023;571.75;567.5;585.5;567.5;0.79K;0.18%
10/07/2023;570.75;561;572;561;0.52K;1.83%
7/07/2023;560.5;567;571.75;560;1.32K;-1.10%
6/07/2023;566.75;547.25;569.25;547.25;1.41K;3.37%
5/07/2023;548.25;558;564.25;545.5;1.92K;-1.62%
3/07/2023;557.25;558.5;568.25;553.25;1.61K;0.50%
30/06/2023;554.5;585;595;552;6.46K;-4.56%
29/06/2023;581;591.75;603.5;574;42.59K;-1.53%
28/06/2023;590;625;630.75;582;89.62K;-5.30%
27/06/2023;623;643;644.5;622.25;93.04K;-2.24%
26/06/2023;637.25;634.5;649.75;621;117.53K;1.03%
23/06/2023;630.75;655.75;657.5;629;142.97K;-4.50%
22/06/2023;660.5;668.25;670.25;653;117.76K;-1.56%
21/06/2023;671;650;672.5;647.25;150.76K;4.23%
20/06/2023;643.75;640.75;647;635.5;151.99K;0.55%
16/06/2023;640.25;623;641;622.25;223.69K;2.73%
15/06/2023;623.25;608;626.5;607.25;194.03K;2.55%
14/06/2023;607.75;610.25;618.75;601.5;187.54K;-0.78%
13/06/2023;612.5;617;625;610.75;202.99K;-0.77%
12/06/2023;617.25;609;623.75;608.75;208.16K;2.15%
9/06/2023;604.25;608.25;609;597.5;174.69K;-0.98%
8/06/2023;610.25;600;613.25;595.25;178.77K;0.99%
7/06/2023;604.25;605;612.5;601.75;174.30K;-0.62%
6/06/2023;608;599.75;610.75;599.75;185.93K;1.76%
5/06/2023;597.5;609;614;595;168.38K;-1.89%
2/06/2023;609;592.5;610.5;581.25;199.86K;2.78%
1/06/2023;592.5;594;606;591.75;153.59K;-0.25%
31/05/2023;594;594.25;594.75;577.5;170.16K;0.00%
30/05/2023;594;603.75;605;591.5;176.21K;-1.66%
26/05/2023;604;590.25;606.75;588.25;178.64K;2.24%
25/05/2023;590.75;587.5;593;583.5;145.55K;0.60%
24/05/2023;587.25;577;589.75;574;152.82K;1.69%
23/05/2023;577.5;570.25;580.75;564;133.38K;1.14%
22/05/2023;571;554.75;575.5;553.25;148.54K;2.98%
19/05/2023;554.5;555;571.75;551.5;183.02K;-0.14%
18/05/2023;555.25;561.25;561.75;547;181.02K;-1.11%
17/05/2023;561.5;581.75;582.75;554.25;265.00K;-3.40%
16/05/2023;581.25;592;593;578.25;133.85K;-1.90%
15/05/2023;592.5;581.5;598.75;581.5;164.17K;-6.44%
12/05/2023;633.25;634.75;638.75;623.5;0.24K;0.12%
11/05/2023;632.5;641.75;648;632;0.99K;-2.01%
10/05/2023;645.5;642;649.75;637.25;1.07K;0.51%
9/05/2023;642.25;654.75;654.75;639.5;1.59K;-2.17%
8/05/2023;656.5;652.75;658.5;651.5;0.68K;0.50%
5/05/2023;653.25;644;656.25;644;1.22K;1.04%
4/05/2023;646.5;642.25;649.5;637.5;2.27K;0.19%
3/05/2023;645.25;636.5;646;626.5;2.08K;1.14%
2/05/2023;638;641.75;652;635.5;5.51K;-0.23%
1/05/2023;639.5;632.5;641;628;2.75K;0.55%
28/04/2023;636;628.25;639;622;13.72K;1.44%
27/04/2023;627;642;644.25;621.75;59.71K;-2.26%
26/04/2023;641.5;648;652.25;641;65.29K;-0.77%
25/04/2023;646.5;651.25;653;641.5;100.63K;-0.73%
24/04/2023;651.25;663.25;667.5;648.5;134.98K;-1.81%
21/04/2023;663.25;664.25;665.5;656.5;127.47K;-0.08%
20/04/2023;663.75;672;674;661.5;120.92K;-1.26%
19/04/2023;672.25;675.75;680;671;114.51K;-0.77%
18/04/2023;677.5;676;682.5;669.75;130.89K;0.15%
17/04/2023;676.5;666;677;662.25;146.90K;1.54%
14/04/2023;666.25;653.75;668;651;154.00K;2.15%
13/04/2023;652.25;656;661.75;651.5;147.15K;-0.57%
12/04/2023;656;651;658.5;648.75;150.11K;0.77%
11/04/2023;651;653.5;657.75;646.75;200.26K;-0.46%
10/04/2023;654;644.5;655;640.25;150.10K;1.63%
7/04/2023;643.5;643.5;643.5;643.5;;0.00%
6/04/2023;643.5;652.25;652.5;641.75;132.98K;-1.42%
5/04/2023;652.75;653.75;660;646.5;143.56K;-0.15%
4/04/2023;653.75;657;657.5;648.5;140.10K;-0.61%
3/04/2023;657.75;659.5;668.5;656;153.87K;-0.42%
31/03/2023;660.5;648.75;664.5;647.25;201.89K;1.69%
30/03/2023;649.5;649.75;654.75;648;119.49K;-0.15%
29/03/2023;650.5;646.25;655.5;645.75;156.69K;0.50%
28/03/2023;647.25;646.75;651.25;644.5;135.24K;-0.15%
27/03/2023;648.25;643;648.75;637;145.57K;0.82%
24/03/2023;643;631;645;627.5;191.26K;1.78%
23/03/2023;631.75;633;644;627.25;186.44K;-0.28%
22/03/2023;633.5;631.25;636;623.25;154.75K;0.56%
21/03/2023;630;632.75;638.25;628.75;133.31K;-0.47%
20/03/2023;633;633;634;625;115.79K;-0.20%
17/03/2023;634.25;633.25;638.75;630.25;141.48K;0.24%
16/03/2023;632.75;626;635;624.75;167.31K;1.00%
15/03/2023;626.5;623.75;629;619.25;156.41K;-0.16%
14/03/2023;627.5;624;627.5;624;0.12K;0.48%
13/03/2023;624.5;622.25;629;622.25;0.54K;0.04%
10/03/2023;624.25;620;626.75;618.5;0.54K;2.09%
9/03/2023;611.5;625.5;629.75;610.25;223.65K;-2.24%
8/03/2023;625.5;635;637.5;624.5;161.08K;-1.38%
7/03/2023;634.25;637.5;638.75;633.25;101.17K;-0.43%
6/03/2023;637;639;640.25;634;110.48K;-1.28%
3/03/2023;645.25;639.75;648.25;638.25;1.04K;1.18%
2/03/2023;637.75;641;647.25;636;1.87K;-0.43%
1/03/2023;640.5;630;641.5;623.5;5.43K;1.75%
28/02/2023;629.5;642;644.75;629.25;15.55K;-2.06%
27/02/2023;642.75;650.75;654;642.25;105.66K;-1.00%
24/02/2023;649.25;660;662;649;265.19K;-1.52%
23/02/2023;659.25;674.75;676;657.5;267.75K;-2.22%
22/02/2023;674.25;679.75;681;674;125.72K;-0.92%
21/02/2023;680.5;678.5;683;675.5;156.08K;0.41%
17/02/2023;677.75;676;679;675;144.08K;0.26%
16/02/2023;676;676.5;677.25;673.25;134.97K;-0.04%
15/02/2023;676.25;682;682.5;675.5;116.55K;-0.88%
14/02/2023;682.25;684;688.25;681.75;137.23K;-0.40%
13/02/2023;685;680;686.5;676.75;193.01K;0.66%
10/02/2023;680.5;670.75;682.75;669.25;226.65K;1.45%
9/02/2023;670.75;678.25;681;670.25;214.28K;-1.14%
8/02/2023;678.5;673.75;679.5;672.75;223.79K;0.67%
7/02/2023;674;677;678.5;673.5;149.45K;-0.74%
6/02/2023;679;677.25;679.25;672.25;123.61K;0.22%
3/02/2023;677.5;674.25;680;671.5;124.85K;0.33%
2/02/2023;675.25;681;686;674.25;149.91K;-0.84%
1/02/2023;681;679.25;682;672.75;144.37K;0.18%
31/01/2023;679.75;683.5;688.5;678;161.23K;-0.59%
30/01/2023;683.75;685;687.25;678.5;127.94K;0.11%
27/01/2023;683;681.75;686;678.25;141.24K;0.07%
26/01/2023;682.5;674;685.5;673;146.55K;1.15%
25/01/2023;674.75;676.75;681;673.75;126.03K;-0.33%
24/01/2023;677;667;677.5;666.25;165.29K;1.61%
23/01/2023;666.25;674;674.75;661.25;184.77K;-1.48%
20/01/2023;676.25;675.5;678;672.5;134.98K;-0.15%
19/01/2023;677.25;680;685.25;676;149.96K;-0.59%
18/01/2023;681.25;684.25;688.75;678;175.37K;-0.58%
17/01/2023;685.25;671.5;687;668.75;179.92K;1.52%
13/01/2023;675;670.75;676.75;669.75;158.82K;0.60%
12/01/2023;671;656;673.5;649.25;242.53K;2.29%
11/01/2023;656;654.5;659;652.75;110.88K;0.15%
10/01/2023;655;651.75;664;648.25;181.16K;0.34%
9/01/2023;652.75;655.5;657;650.75;112.24K;-0.19%
6/01/2023;654;653.75;659.5;651.75;114.16K;0.19%
5/01/2023;652.75;654.5;657.75;648.5;138.83K;-0.15%
4/01/2023;653.75;670.75;671.75;652.5;175.76K;-2.50%
3/01/2023;670.5;677.25;681.25;668;155.54K;-1.18%
30/12/2022;678.5;679.5;685;676.5;90.32K;-0.15%
29/12/2022;679.5;681.75;682.25;677.25;104.94K;-0.48%
28/12/2022;682.75;673.25;683.5;672.75;122.19K;1.19%
27/12/2022;674.75;669;675.75;667.25;123.17K;1.28%
23/12/2022;666.25;659.5;667.75;659.25;94.50K;0.87%
22/12/2022;660.5;662;664.75;658.75;79.92K;-0.26%
21/12/2022;662.25;651.5;663;651;125.59K;1.57%
20/12/2022;652;647.75;654.25;646.75;91.46K;0.73%
19/12/2022;647.25;650.5;650.75;644;83.17K;-0.88%
16/12/2022;653;653.5;655.75;650;66.40K;-0.08%
15/12/2022;653.5;650.25;654.25;647.75;93.74K;2.27%
14/12/2022;639;644.25;644.25;639;0.04K;-0.74%
13/12/2022;643.75;642.5;650.5;639.25;0.18K;0.39%
12/12/2022;641.25;634.5;644.5;634.5;0.26K;1.02%
9/12/2022;634.75;631.5;639.75;631.5;0.45K;0.44%
8/12/2022;632;628;632.5;626;0.43K;0.68%
7/12/2022;627.75;626.5;632.5;624;0.66K;0.36%
6/12/2022;625.5;630.75;635.5;623;0.51K;-0.52%
5/12/2022;628.75;635.5;638.25;625.5;0.76K;-0.98%
2/12/2022;635;650.25;650.25;629;5.68K;-2.31%
1/12/2022;650;661.75;663.75;647;8.57K;-1.81%
30/11/2022;662;665.75;667;660;18.20K;-0.56%
29/11/2022;665.75;667.5;671.25;665.25;110.38K;-0.45%
28/11/2022;668.75;665;670;661;149.23K;0.11%
25/11/2022;668;661.25;669.75;661;71.24K;0.72%
23/11/2022;663.25;657.75;663.75;655.75;104.57K;0.99%
22/11/2022;656.75;659.5;663;656.25;107.55K;-0.42%
21/11/2022;659.5;666.5;666.75;657.25;143.72K;-1.24%
18/11/2022;667.75;667.5;672.75;665.25;131.28K;0.04%
17/11/2022;667.5;665;668.25;654.75;138.56K;0.34%
16/11/2022;665.25;665.25;666;657.5;121.44K;-0.22%
15/11/2022;666.75;657;675;651.25;234.10K;1.45%
14/11/2022;657.25;657;662;652.25;181.57K;-0.11%
11/11/2022;658;653.75;661;653.5;233.36K;0.73%
10/11/2022;653.25;664.5;667.25;652.75;229.08K;-1.69%
9/11/2022;664.5;667;671.75;658;246.97K;-0.45%
8/11/2022;667.5;675.75;677;666.25;227.16K;-1.22%
7/11/2022;675.75;679;680.75;675.25;162.56K;-0.77%
4/11/2022;681;679.25;685.25;678.5;112.56K;0.26%
3/11/2022;679.25;686;686.5;678.5;123.35K;-1.20%
2/11/2022;687.5;696.5;697.25;680;168.33K;-1.47%
1/11/2022;697.75;689;698.5;687.25;146.47K;0.90%
31/10/2022;691.5;696.5;700;684.25;226.70K;1.58%
28/10/2022;680.75;681.25;683.75;676.25;115.07K;-0.22%
27/10/2022;682.25;685;689.25;679.25;112.30K;-0.40%
26/10/2022;685;684.25;689.75;683.25;106.23K;-0.18%
25/10/2022;686.25;681.5;687.5;677.75;116.66K;0.70%
24/10/2022;681.5;682.25;686.5;677.25;119.46K;-0.40%
21/10/2022;684.25;683.5;688;677.75;109.02K;0.04%
20/10/2022;684;678;687;676.75;134.82K;0.85%
19/10/2022;678.25;681;684.5;674;112.23K;-0.40%
18/10/2022;681;683;683.75;674.5;147.46K;-0.37%
17/10/2022;683.5;689;692.25;681.25;106.16K;-0.91%
14/10/2022;689.75;697;699.5;688.5;108.82K;-1.15%
13/10/2022;697.75;692.25;699.5;684;167.24K;0.69%
12/10/2022;693;693.25;700;680;180.21K;0.00%
11/10/2022;693;697;702;690.75;140.43K;-0.75%
10/10/2022;698.25;683.75;706.5;683.5;201.82K;2.20%
7/10/2022;683.25;675.5;684.5;671.5;113.58K;1.15%
6/10/2022;675.5;683.75;685.75;672;128.78K;-1.24%
5/10/2022;684;683;687.5;675.75;114.32K;0.15%
4/10/2022;683;680.75;691.5;676.5;119.21K;0.33%
3/10/2022;680.75;680;687.5;672.5;132.39K;0.48%
30/09/2022;677.5;669.5;696.25;669.25;253.85K;1.19%
29/09/2022;669.5;670.5;676.75;666;139.45K;-0.15%
28/09/2022;670.5;668.25;673.25;661.5;137.43K;0.45%
27/09/2022;667.5;666.25;678;666.25;163.17K;0.19%
26/09/2022;666.25;673.25;679;665.5;140.73K;-1.55%
23/09/2022;676.75;687;688;669.5;154.39K;-1.67%
22/09/2022;688.25;683.5;691;681.5;97.07K;0.40%
21/09/2022;685.5;692;698.5;679.25;127.22K;-0.94%
20/09/2022;692;677.75;693.5;677.5;123.23K;2.03%
19/09/2022;678.25;675.75;680;668.25;96.69K;0.15%
16/09/2022;677.25;676.25;680.5;667.5;121.33K;-0.04%
15/09/2022;677.5;681.75;690;676.25;111.79K;-4.44%
14/09/2022;709;690.75;692.75;681.5;0.15K;0.00%
13/09/2022;709;721.25;725;710;0.61K;-0.46%
12/09/2022;712.25;690.25;721.5;689;1.33K;1.97%
9/09/2022;698.5;678.75;700.5;678.75;1.44K;4.49%
8/09/2022;668.5;671;675.25;659;;-1.22%
7/09/2022;676.75;678.5;690;675.25;1.27K;-0.59%
6/09/2022;680.75;670.75;682;667.5;1.29K;2.00%
5/09/2022;667.38;667.38;667.38;667.38;;-0.24%
2/09/2022;669;657;671;656.75;2.14K;1.63%
1/09/2022;658.25;671;673.75;655;9.01K;-2.30%
31/08/2022;673.75;680.75;683;664.25;7.83K;-0.88%
30/08/2022;679.75;681.25;682.75;671.25;48.46K;-0.59%
29/08/2022;683.75;675;684.25;668.5;86.64K;2.24%
26/08/2022;668.75;657;671;654.75;75.54K;1.71%
25/08/2022;657.5;665;674.25;656.75;78.32K;-1.24%
24/08/2022;665.75;659.75;675.5;655.75;76.02K;0.87%
23/08/2022;660;637;666.75;635.75;95.35K;4.18%
22/08/2022;633.5;622.75;635.25;618;67.38K;1.20%
19/08/2022;626;619;627.75;616;51.22K;1.01%
18/08/2022;619.75;615;624;608.25;52.15K;0.77%
17/08/2022;615;611;618.5;608;49.24K;0.65%
16/08/2022;611;624;628.25;608;67.19K;-2.51%
15/08/2022;626.75;630.5;635.25;616.5;56.71K;-2.03%
12/08/2022;639.75;629.25;640.5;616;98.63K;1.67%
11/08/2022;629.25;621;630.75;618.75;112.04K;1.29%
10/08/2022;621.25;615;632.5;613;134.33K;0.93%
9/08/2022;615.5;614.5;626;613.5;142.24K;1.15%
8/08/2022;608.5;603;616;601.75;155.07K;-0.29%
5/08/2022;610.25;602;614;597;125.02K;1.33%
4/08/2022;602.25;591.5;607;585.75;83.78K;1.82%
3/08/2022;591.5;587;597;583;101.91K;0.04%
2/08/2022;591.25;604;605.25;589.25;107.01K;-2.59%
1/08/2022;607;619.75;621.5;594.25;91.87K;-1.50%
29/07/2022;616.25;615;632;611.5;99.16K;0.20%
28/07/2022;615;603.75;618;601.25;72.68K;2.46%
27/07/2022;600.25;597;604.25;591.75;80.96K;0.54%
26/07/2022;597;587.75;599.75;586.25;95.70K;2.93%
25/07/2022;580;574.25;580.75;566.25;103.45K;2.79%
22/07/2022;564.25;575;582.75;561.5;95.96K;-2.00%
21/07/2022;575.75;592.75;593.5;572.75;76.76K;-2.79%
20/07/2022;592.25;595.5;600.5;589;76.18K;-0.75%
19/07/2022;596.75;610.5;611;585.75;94.16K;-2.53%
18/07/2022;612.25;610.75;623.5;601.5;75.98K;1.32%
15/07/2022;604.25;606.75;612;596;81.57K;-13.06%
14/07/2022;695;738.25;746.5;694;0.03K;-6.08%
13/07/2022;740;726;756.5;725;0.49K;0.99%
12/07/2022;732.75;781;785.25;732;1.32K;-6.21%
